code,symbol,issuer,fund_type,manager_0,manager_1,manager_2,manager_3,manager_4
580009,东吴多策略,东吴基金管理有限公司,Hybrid,刘瑞,,,,
50009,博时新兴,博时基金管理有限公司,Hybrid,曾鹏,,,,
121009,国投稳定,国投瑞银基金管理有限公司,Bond,蔡玮菁,,,,
410009,华富量子,华富基金管理有限公司,Hybrid,龚炜,郦彬,,,
206009,鹏华新兴产业,鹏华基金管理有限公司,Hybrid,梁浩,,,,
400009,东方稳健,东方基金管理有限责任公司,Bond,吴萍萍,,,,
320009,诺安增利B,诺安基金管理有限公司,Bond,裴禹翔,,,,
590009,中邮稳定A,中邮创业基金管理股份有限公司,Bond,吴昊,张萌,,,
163809,中银蓝筹,中银基金管理有限公司,Hybrid,王帅,,,,
40009,华安收益A,华安基金管理有限公司,Bond,贺涛,,,,
660009,农银收益A,农银汇理基金管理有限公司,Bond,史向明,周宇,,,
200009,长城债券,长城基金管理有限公司,Bond,蔡旻,,,,
420009,天弘安康,天弘基金管理有限公司,Hybrid,姜晓丽,钱文成,,,
290009,泰信周期,泰信基金管理有限公司,Bond,何俊春,,,,
380009,中银添利A,中银基金管理有限公司,Bond,陈玮,,,,
660109,农银收益C,农银汇理基金管理有限公司,Bond,史向明,周宇,,,
159909,招商深证TMT50ETF,招商基金管理有限公司,Stock,刘重杰,苏燕青,,,
70009,嘉实短债,嘉实基金管理有限公司,Bond,李曈,李金灿,,,
210009,金鹰核心,金鹰基金管理有限公司,Hybrid,陈颖,,,,
202009,南方盛元,南方基金管理股份有限公司,Hybrid,林乐峰,,,,
162209,泰达市值,泰达宏利基金管理有限公司,Hybrid,李坤元,王鹏,,,
530009,建信收益A,建信基金管理有限责任公司,Bond,李菁,,,,
690009,民生红利,民生加银基金管理有限公司,Hybrid,王亮,,,,
340009,兴全磐稳,兴全基金管理有限公司,Bond,张睿,,,,
240009,华宝成长,华宝基金管理有限公司,Hybrid,曾豪,,,,
460009,华泰量化,华泰柏瑞基金管理有限公司,Hybrid,田汉卿,,,,
630109,华商稳定C,华商基金管理有限公司,Bond,张永志,,,,
20009,国泰金鹏,国泰基金管理有限公司,Hybrid,饶玉涵,,,,
481009,工银300A,工银瑞信基金管理有限公司,Stock,刘伟琳,,,,
109,富国稳健C,富国基金管理有限公司,Bond,俞晓斌,,,,
163109,申万深成指,申万菱信基金管理有限公司,Stock,龚丽丽,,,,
217009,招商核心,招商基金管理有限公司,Hybrid,郭锐,,,,
233009,大摩精选,摩根士丹利华鑫基金管理有限公司,Hybrid,夏青,,,,
260109,景内需贰,景顺长城基金管理有限公司,Hybrid,刘彦春,,,,
350009,天治研究A,天治基金管理有限公司,Hybrid,TIAN.HUAN,,,,
470009,汇添富民营A,汇添富基金管理股份有限公司,Hybrid,马翔,,,,
110009,易方达价值,易方达基金管理有限公司,Hybrid,葛秋石,,,,
630009,华商稳定A,华商基金管理有限公司,Bond,张永志,,,,
165509,信诚强债,中信保诚基金管理有限公司,Bond,宋海娟,,,,
163409,兴全绿色,兴全基金管理有限公司,Hybrid,邹欣,,,,
550009,信诚小盘,中信保诚基金管理有限公司,Hybrid,郑伟,,,,
450009,国富中小盘,国海富兰克林基金管理有限公司,Stock,赵晓东,,,,
270009,广发强债,广发基金管理有限公司,Bond,谢军,,,,
161609,融通动力,融通基金管理有限公司,Hybrid,朱丹,,,,
165309,建信300,建信基金管理有限责任公司,Stock,梁洪昀,,,,
90009,大成行业,大成基金管理有限公司,Hybrid,王磊,,,,
540009,汇丰消费,汇丰晋信基金管理有限公司,Stock,是星涛,,,,
531009,建信收益C,建信基金管理有限责任公司,Bond,李菁,,,,
360009,光大增利C,光大保德信基金管理有限公司,Bond,曾小丽,,,,
163209,诺安创业板,诺安基金管理有限公司,Stock,梅律吾,,,,
209,信诚产业,中信保诚基金管理有限公司,Hybrid,杨旭,郑伟,,,
164809,工银500,工银瑞信基金管理有限公司,Stock,刘伟琳,,,,
398031,中海蓝筹,中海基金管理有限公司,Hybrid,邱红丽,,,,
70031,嘉实全球,嘉实基金管理有限公司,QDII,蔡德森,,,,
159931,汇添富金融ETF,汇添富基金管理股份有限公司,Stock,过蓓蓓,,,,
1031,华夏安康A,华夏基金管理有限公司,Bond,柳万军,,,,
131,大成景兴C,大成基金管理有限公司,Bond,孙丹,王立,,,
519731,交银月月丰C,交银施罗德基金管理有限公司,Bond,凌超,,,,
31,华夏复兴,华夏基金管理有限公司,Hybrid,周克平,,,,
180031,银华中小盘,银华基金管理股份有限公司,Hybrid,李晓星,张萍,,,
2031,华夏策略,华夏基金管理有限公司,Hybrid,林晶,,,,
519991,长信双利A,长信基金管理有限责任公司,Hybrid,安昀,祝昱丰,,,
519091,新华资源,新华基金管理股份有限公司,Hybrid,栾超,,,,
191,富国信用债A/B,富国基金管理有限公司,Bond,黄纪亮,,,,
165,国投策略,国投瑞银基金管理有限公司,Hybrid,吉莉,颜文浩,,,
65,国富焦点,国海富兰克林基金管理有限公司,Hybrid,刘晓,刘怡敏,赵晓东,,
362,国泰聚信A,国泰基金管理有限公司,Hybrid,程洲,,,,
519162,新华增怡A,新华基金管理股份有限公司,Bond,于泽雨,,,,
519662,银河久益回报A,银河基金管理有限公司,Bond,蒋磊,,,,
396,汇添富安心C,汇添富基金管理股份有限公司,Bond,何旻,茹奕菡,,,
54,鹏华增利,鹏华基金管理有限公司,Bond,刘太阳,,,,
470098,汇添富逆向,汇添富基金管理股份有限公司,Hybrid,顾耀强,,,,
519698,交银先锋,交银施罗德基金管理有限公司,Hybrid,芮晨,,,,
310398,申万300价值,申万菱信基金管理有限公司,Stock,荆一帆,,,,
53,鹏华永诚,鹏华基金管理有限公司,Bond,刘涛,,,,
100053,富国综指ETF联接,富国基金管理有限公司,Stock,方旻,王保合,,,
253,景顺景兴C,景顺长城基金管理有限公司,Bond,何江波,,,,
519153,新华纯债C,新华基金管理股份有限公司,Bond,于泽雨,,,,
153,大成景旭C,大成基金管理有限公司,Bond,陈会荣,方孝成,,,
510630,华夏消费ETF,华夏基金管理有限公司,Stock,荣膺,,,,
510430,银华上证50ETF,银华基金管理股份有限公司,Stock,周大鹏,,,,
510030,华宝价值ETF,华宝基金管理有限公司,Stock,丰晨成,,,,
253030,国联安增益,国联安基金管理有限公司,Bond,薛琳,,,,
160130,南方永利A,南方基金管理股份有限公司,Bond,刘文良,,,,
510230,国泰金融ETF,国泰基金管理有限公司,Stock,艾小军,,,,
377530,上投行业A,上投摩根基金管理有限公司,Hybrid,孙芳,,,,
257030,国联安优势,国联安基金管理有限公司,Hybrid,刘斌,,,,
159930,汇添富能源ETF,汇添富基金管理股份有限公司,Stock,过蓓蓓,,,,
70030,嘉实中创400联接A,嘉实基金管理有限公司,Stock,李直,刘珈吟,,,
510330,华夏300ETF,华夏基金管理有限公司,Stock,张弘弢,赵宗庭,,,
510130,易方达中盘ETF,易方达基金管理有限公司,Stock,刘树荣,,,,
130,大成景兴A,大成基金管理有限公司,Bond,孙丹,王立,,,
519730,交银月月丰A,交银施罗德基金管理有限公司,Bond,凌超,,,,
30,长城优选,长城基金管理有限公司,Hybrid,雷俊,,,,
519030,海富通稳固,海富通基金管理有限公司,Bond,陈轶平,杜晓海,,,
270030,广发聚财B,广发基金管理有限公司,Bond,代宇,,,,
110030,易方达量化,易方达基金管理有限公司,Stock,官泽帆,,,,
40037,华安安心B,华安基金管理有限公司,Bond,郑可成,,,,
70037,嘉实纯债A,嘉实基金管理有限公司,Bond,曲扬,,,,
110037,易方达纯债A,易方达基金管理有限公司,Bond,王晓晨,张雅君,,,
100037,富国优化C,富国基金管理有限公司,Bond,俞晓斌,张明凯,,,
121008,国投成长,国投瑞银基金管理有限公司,Hybrid,桑俊,,,,
50008,博时三产,博时基金管理有限公司,Hybrid,韩茂华,李佳,,,
580008,东吴新产业,东吴基金管理有限公司,Hybrid,刘瑞,,,,
166008,中欧强债A,中欧基金管理有限公司,Bond,赵国英,,,,
310508,申万稳益宝,申万菱信基金管理有限公司,Bond,范磊,唐俊杰,,,
206008,鹏华丰盛,鹏华基金管理有限公司,Bond,刘太阳,,,,
420108,天弘债B,天弘基金管理有限公司,Bond,郭相博,刘盟盟,刘洋,,
410008,华富100,华富基金管理有限公司,Stock,郜哲,,,,
320008,诺安增利A,诺安基金管理有限公司,Bond,裴禹翔,,,,
202108,南方润元A/B,南方基金管理股份有限公司,Bond,金凌志,,,,
660008,农银300A,农银汇理基金管理有限公司,Stock,宋永安,,,,
310308,申万精选,申万菱信基金管理有限公司,Hybrid,孙琳,,,,
40008,华安优选,华安基金管理有限公司,Hybrid,杨明,,,,
163808,中银100,中银基金管理有限公司,Stock,赵建忠,,,,
590008,中邮战略,中邮创业基金管理股份有限公司,Hybrid,杨欢,,,,
420008,天弘债A,天弘基金管理有限公司,Bond,郭相博,刘盟盟,刘洋,,
200008,长城品牌,长城基金管理有限公司,Hybrid,杨建华,,,,
161908,万家添利,万家基金管理有限公司,Bond,陈佳昀,,,,
290008,泰信发展,泰信基金管理有限公司,Hybrid,钱鑫,,,,
160608,鹏华债券B,鹏华基金管理有限公司,Bond,刘涛,,,,
530008,建信稳定增利C,建信基金管理有限责任公司,Bond,朱建华,,,,
162208,泰达首选,泰达宏利基金管理有限公司,Stock,张勋,,,,
519908,华夏兴华A,华夏基金管理有限公司,Hybrid,阳琨,,,,
210008,金鹰策略,金鹰基金管理有限公司,Hybrid,陈颖,,,,
460008,华泰稳健A,华泰柏瑞基金管理有限公司,Bond,陈东,董元星,,,
240008,华宝收益,华宝基金管理有限公司,Hybrid,毛文博,,,,
340008,兴全有机,兴全基金管理有限公司,Hybrid,季侃乐,乔迁,,,
690008,民生资源,民生加银基金管理有限公司,Stock,蔡晓,武杰,,,
481008,工银蓝筹,工银瑞信基金管理有限公司,Hybrid,王筱苓,,,,
160808,长盛同瑞,长盛基金管理有限公司,Stock,陈亘斯,,,,
610008,信达信用债A,信达澳银基金管理有限公司,Bond,尹华龙,,,,
570008,诺德周期,诺德基金管理有限公司,Hybrid,罗世锋,,,,
470008,汇添富策略,汇添富基金管理股份有限公司,Hybrid,顾耀强,,,,
350008,天治新消费,天治基金管理有限公司,Hybrid,尹维国,,,,
260108,景顺成长,景顺长城基金管理有限公司,Hybrid,刘彦春,,,,
308,建信创新,建信基金管理有限责任公司,Hybrid,邵卓,,,,
233008,大摩消费,摩根士丹利华鑫基金管理有限公司,Hybrid,王大鹏,,,,
217008,招商安本,招商基金管理有限公司,Bond,滕越,,,,
408,民生城镇,民生加银基金管理有限公司,Hybrid,柳世庆,,,,
630008,华商策略,华商基金管理有限公司,Hybrid,周海栋,,,,
165508,信诚深度,中信保诚基金管理有限公司,Hybrid,夏明月,,,,
110008,易方达收益B,易方达基金管理有限公司,Bond,胡剑,,,,
270008,广发核心,广发基金管理有限公司,Hybrid,程琨,吴兴武,,,
213008,宝盈资源,宝盈基金管理有限公司,Hybrid,刘李杰,肖肖,,,
450008,国富300,国海富兰克林基金管理有限公司,Stock,张志强,,,,
550008,信诚优胜,中信保诚基金管理有限公司,Hybrid,王睿,,,,
460108,华泰稳健C,华泰柏瑞基金管理有限公司,Bond,陈东,董元星,,,
80008,长盛战略A,长盛基金管理有限公司,Hybrid,冯雨生,李琪,,,
208,建信双债C,建信基金管理有限责任公司,Bond,彭紫云,朱虹,,,
360008,光大增利A,光大保德信基金管理有限公司,Bond,曾小丽,,,,
540008,汇丰低碳,汇丰晋信基金管理有限公司,Stock,方超,,,,
519008,汇添富优势,汇添富基金管理股份有限公司,Hybrid,王栩,,,,
610108,信达信用债C,信达澳银基金管理有限公司,Bond,尹华龙,,,,
620008,金元经济主题,金元顺安基金管理有限公司,Hybrid,,,,,
8,嘉实中证500ETF联接A,嘉实基金管理有限公司,Stock,陈正宪,何如,,,
730001,方正创新动力A,方正富邦基金管理有限公司,Hybrid,符健,,,,
630001,华商领先,华商基金管理有限公司,Hybrid,李双全,彭欣杨,,,
2001,华夏回报A,华夏基金管理有限公司,Hybrid,蔡向阳,,,,
519601,海富通海外,海富通基金管理有限公司,QDII,高峥,陶意非,,,
166801,浙商新思维,浙商基金管理有限公司,Hybrid,倪权生,,,,
110001,易方达平稳,易方达基金管理有限公司,Hybrid,陈皓,,,,
270001,广发聚富,广发基金管理有限公司,Hybrid,林英睿,苗宇,,,
213001,宝盈鸿利A,宝盈基金管理有限公司,Hybrid,李进,,,,
262001,景顺大中华,景顺长城基金管理有限公司,QDII,周寒颖,,,,
550001,信诚四季,中信保诚基金管理有限公司,Hybrid,吴昊,夏明月,,,
450001,国富收益,国海富兰克林基金管理有限公司,Hybrid,徐荔蓉,,,,
80001,长盛成长,长盛基金管理有限公司,Hybrid,冯雨生,,,,
180001,银华优势,银华基金管理股份有限公司,Hybrid,王鑫钢,,,,
360001,光大量化,光大保德信基金管理有限公司,Stock,翟云飞,金昉毅,盛松,,
540001,汇丰2016,汇丰晋信基金管理有限公司,Hybrid,蔡若林,,,,
710301,富安达强债A,富安达基金管理有限公司,Bond,李飞,,,,
90001,大成价值,大成基金管理有限公司,Hybrid,李本刚,李林益,杨挺,,
519001,银华优选,银华基金管理股份有限公司,Hybrid,倪明,苏静然,,,
161601,融通新蓝筹,融通基金管理有限公司,Hybrid,张延闽,,,,
620001,金元宝石动力,金元顺安基金管理有限公司,Hybrid,闵杭,,,,
720001,财通价值,财通基金管理有限公司,Hybrid,金梓才,,,,
1,华夏成长,华夏基金管理有限公司,Hybrid,董阳阳,,,,
585001,东吴中证新兴,东吴基金管理有限公司,Stock,周鑫怿,朱冰兵,,,
460001,华泰盛世,华泰柏瑞基金管理有限公司,Hybrid,牛勇,,,,
340001,兴全可转债,兴全基金管理有限公司,Hybrid,虞淼,,,,
240001,华宝消费,华宝基金管理有限公司,Hybrid,胡戈游,,,,
690001,民生蓝筹,民生加银基金管理有限公司,Hybrid,高松,,,,
481001,工银价值A,工银瑞信基金管理有限公司,Hybrid,何肖颉,,,,
20001,国泰金鹰,国泰基金管理有限公司,Hybrid,周伟锋,,,,
700001,平安行业,平安基金管理有限公司,Hybrid,刘杰,,,,
151001,银河稳健,银河基金管理有限公司,Hybrid,钱睿南,,,,
399001,中海50,中海基金管理有限公司,Stock,彭海平,,,,
610001,信达领先,信达澳银基金管理有限公司,Hybrid,李朝伟,王咏辉,,,
710001,富安达优势,富安达基金管理有限公司,Hybrid,吴战峰,,,,
395001,中海稳健,中海基金管理有限公司,Bond,王含嫣,,,,
570001,诺德价值,诺德基金管理有限公司,Hybrid,罗世锋,,,,
350001,天治财富,天治基金管理有限公司,Hybrid,梁辰,,,,
260101,景顺优选,景顺长城基金管理有限公司,Hybrid,杨锐文,,,,
233001,大摩基础,摩根士丹利华鑫基金管理有限公司,Hybrid,王大鹏,朱睿,,,
217001,招商偏股,招商基金管理有限公司,Hybrid,潘明曦,徐张红,,,
420001,天弘精选,天弘基金管理有限公司,Hybrid,谷琦彬,姜晓丽,钱文成,,
200001,长城久恒,长城基金管理有限公司,Hybrid,储雯玉,,,,
740001,长安策略,长安基金管理有限公司,Hybrid,顾晓飞,,,,
70001,嘉实成长A,嘉实基金管理有限公司,Hybrid,邵秋涛,,,,
159901,易方达深100ETF,易方达基金管理有限公司,Stock,成曦,刘树荣,,,
650001,英大纯债A,英大基金管理有限公司,Bond,易祺坤,,,,
1001,华夏债券A/B,华夏基金管理有限公司,Bond,何家琪,,,,
750001,安信灵活,安信基金管理有限责任公司,Hybrid,张竞,,,,
261001,景顺收益A,景顺长城基金管理有限公司,Bond,何江波,,,,
530001,建信价值,建信基金管理有限责任公司,Hybrid,陶灿,,,,
162201,泰达成长,泰达宏利基金管理有限公司,Hybrid,周琦凯,,,,
202001,南方稳健,南方基金管理股份有限公司,Hybrid,应帅,,,,
210001,金鹰优选,金鹰基金管理有限公司,Hybrid,倪超,,,,
288001,华夏经典,华夏基金管理有限公司,Hybrid,佟巍,,,,
770001,德邦优化,德邦基金管理有限公司,Hybrid,房建威,,,,
121001,国投融华,国投瑞银基金管理有限公司,Bond,何明,汤海波,颜文浩,,
740101,长安300,长安基金管理有限公司,Stock,林忠晶,,,,
50001,博时价值,博时基金管理有限公司,Hybrid,金晟哲,,,,
762001,国金国鑫,国金基金管理有限公司,Hybrid,徐艳芳,张航,滕祖光,,
166001,中欧新趋势A,中欧基金管理有限公司,Hybrid,周蔚文,,,,
580001,东吴嘉禾,东吴基金管理有限公司,Hybrid,胡启聪,彭敢,,,
457001,国富机会,国海富兰克林基金管理有限公司,QDII,徐成,,,,
50201,博时价值贰,博时基金管理有限公司,Hybrid,蒋娜,,,,
410001,华富优选,华富基金管理有限公司,Hybrid,龚炜,,,,
582201,东吴优信C,东吴基金管理有限公司,Bond,刘元海,杨庆定,,,
320001,诺安平衡,诺安基金管理有限公司,Hybrid,蔡宇滨,,,,
202101,南方宝元A,南方基金管理股份有限公司,Bond,林乐峰,,,,
261101,景顺收益C,景顺长城基金管理有限公司,Bond,何江波,,,,
400001,东 方 龙,东方基金管理有限责任公司,Hybrid,许文波,,,,
660001,农银成长A,农银汇理基金管理有限公司,Hybrid,郭世凯,,,,
398001,中海成长,中海基金管理有限公司,Hybrid,于航,,,,
40001,华安创新,华安基金管理有限公司,Hybrid,杨明,,,,
163801,中银中国,中银基金管理有限公司,Hybrid,陈军,,,,
590001,中邮优选,中邮创业基金管理股份有限公司,Hybrid,杨欢,,,,
582001,东吴优信A,东吴基金管理有限公司,Bond,刘元海,杨庆定,,,
161606,融通行业,融通基金管理有限公司,Hybrid,邹曦,,,,
90006,大成2020,大成基金管理有限公司,Hybrid,陈会荣,孙丹,王磊,,
540006,汇丰大盘A,汇丰晋信基金管理有限公司,Stock,郭敏,,,,
360006,光大增长,光大保德信基金管理有限公司,Hybrid,魏晓雪,,,,
206,易方达投资信用C,易方达基金管理有限公司,Bond,王晓晨,,,,
620006,金元消费主题,金元顺安基金管理有限公司,Hybrid,闵杭,,,,
630006,华商产业,华商基金管理有限公司,Hybrid,彭欣杨,,,,
163406,兴全合润,兴全基金管理有限公司,Hybrid,谢治宇,,,,
450006,国富债券C,国海富兰克林基金管理有限公司,Bond,刘怡敏,,,,
213006,宝盈核心A,宝盈基金管理有限公司,Hybrid,李健伟,,,,
270006,广发优选,广发基金管理有限公司,Hybrid,罗洋,,,,
610006,信达产业,信达澳银基金管理有限公司,Hybrid,曾国富,,,,
106,建信安心C,建信基金管理有限责任公司,Bond,闫晗,,,,
161506,银河通利C,银河基金管理有限公司,Bond,韩晶,蒋磊,,,
161706,招商成长,招商基金管理有限公司,Hybrid,贾成东,,,,
233006,大摩领先,摩根士丹利华鑫基金管理有限公司,Hybrid,徐达,,,,
306,天弘弘利,天弘基金管理有限公司,Bond,姜晓丽,王林,,,
350006,天治稳健,天治基金管理有限公司,Bond,王洋,,,,
470006,汇添富医药A,汇添富基金管理股份有限公司,Hybrid,郑磊,,,,
570006,诺德中小盘,诺德基金管理有限公司,Hybrid,顾钰,王赟,,,
690006,民生双利A,民生加银基金管理有限公司,Bond,高松,杨林耘,,,
340006,兴全视野,兴全基金管理有限公司,Stock,王品,,,,
560006,益民核心,益民基金管理有限公司,Hybrid,吕伟,,,,
700006,平安添利C,平安基金管理有限公司,Bond,WANG.AO,,,,
519706,交银300价值ETF联接,交银施罗德基金管理有限公司,Stock,蔡铮,,,,
690206,民生双利C,民生加银基金管理有限公司,Bond,高松,杨林耘,,,
160806,长盛800,长盛基金管理有限公司,Stock,陈亘斯,,,,
481006,工银红利,工银瑞信基金管理有限公司,Hybrid,林念,,,,
380006,中银纯债C,中银基金管理有限公司,Bond,陈玮,,,,
159906,大成深成长ETF,大成基金管理有限公司,Stock,张钟玉,,,,
162006,长城久富,长城基金管理有限公司,Hybrid,陈良栋,,,,
70006,嘉实服务,嘉实基金管理有限公司,Hybrid,李帅,,,,
530006,建信精选,建信基金管理有限责任公司,Hybrid,王东杰,,,,
200006,长城消费,长城基金管理有限公司,Hybrid,龙宇飞,,,,
290006,泰信蓝筹,泰信基金管理有限公司,Hybrid,车广路,,,,
50106,博时稳定A,博时基金管理有限公司,Bond,张李陵,,,,
320006,诺安灵活,诺安基金管理有限公司,Hybrid,张强,,,,
160706,嘉实沪深300ETF联接A,嘉实基金管理有限公司,Stock,陈正宪,何如,,,
590006,中邮中小盘,中邮创业基金管理股份有限公司,Hybrid,尚杰,杨欢,,,
163806,中银增利,中银基金管理有限公司,Bond,方抗,奚鹏洲,,,
660006,农银大盘,农银汇理基金管理有限公司,Hybrid,宋永安,,,,
166006,中欧成长A,中欧基金管理有限公司,Hybrid,李欣,王培,,,
580006,东吴新经济,东吴基金管理有限公司,Hybrid,张能进,,,,
50006,博时稳定B,博时基金管理有限公司,Bond,张李陵,,,,
160106,南方高增,南方基金管理股份有限公司,Hybrid,张原,,,,
121006,国投稳健,国投瑞银基金管理有限公司,Hybrid,孙文龙,,,,
410006,华富策略精选,华富基金管理有限公司,Hybrid,高靖瑜,,,,
164606,华泰信用,华泰柏瑞基金管理有限公司,Bond,陈东,朱向临,,,
100039,富国主题,富国基金管理有限公司,Hybrid,曹晋,易智泉,,,
39,农银低估值,农银汇理基金管理有限公司,Hybrid,张燕,,,,
519039,长盛同德,长盛基金管理有限公司,Hybrid,冯雨生,,,,
139,富国企业债A/B,富国基金管理有限公司,Bond,王颀亮,张波,,,
199,国泰量化策略,国泰基金管理有限公司,Hybrid,高崇南,,,,
519099,新华主题,新华基金管理股份有限公司,Hybrid,李会忠,,,,
162299,泰达集利C,泰达宏利基金管理有限公司,Bond,丁宇佳,刘洋,,,
70099,嘉实优质,嘉实基金管理有限公司,Hybrid,胡涛,,,,
252,景顺景兴A,景顺长城基金管理有限公司,Bond,何江波,,,,
519152,新华纯债A,新华基金管理股份有限公司,Bond,于泽雨,,,,
152,大成景旭A,大成基金管理有限公司,Bond,陈会荣,方孝成,,,
519997,长信银利,长信基金管理有限责任公司,Hybrid,高远,,,,
519697,交银行业,交银施罗德基金管理有限公司,Hybrid,何帅,,,,
519097,新华市值,新华基金管理股份有限公司,Hybrid,付伟,,,,
519163,新华增怡C,新华基金管理股份有限公司,Bond,于泽雨,,,,
363,国泰聚信C,国泰基金管理有限公司,Hybrid,程洲,,,,
519663,银河久益回报C,银河基金管理有限公司,Bond,蒋磊,,,,
263,工银信息,工银瑞信基金管理有限公司,Hybrid,单文,,,,
63,长盛信息主题,长盛基金管理有限公司,Hybrid,钱文礼,朱律,,,
264,博时内需,博时基金管理有限公司,Hybrid,陈雷,刘阳,,,
40190,华安龙头ETF联接,华安基金管理有限公司,Stock,苏卿云,,,,
510190,华安龙头ETF,华安基金管理有限公司,Stock,苏卿云,,,,
510090,建信责任ETF,建信基金管理有限责任公司,Stock,薛玲,,,,
510290,南方上证380ETF,南方基金管理股份有限公司,Stock,孙伟,,,,
519690,交银稳健A,交银施罗德基金管理有限公司,Hybrid,陈孜铎,,,,
390,华商优势,华商基金管理有限公司,Hybrid,周海栋,,,,
190,中银新回报,中银基金管理有限公司,Hybrid,李建,,,,
40046,华安纳指,华安基金管理有限公司,QDII,倪斌,,,,
46,工银产业债B,工银瑞信基金管理有限公司,Bond,何秀红,,,,
346,建信安心回报A,建信基金管理有限责任公司,Bond,黎颖芳,闫晗,,,
519979,长信内需A,长信基金管理有限责任公司,Hybrid,安昀,,,,
279,华商红利,华商基金管理有限公司,Hybrid,邓默,王东旋,,,
519679,银河主题,银河基金管理有限公司,Hybrid,张杨,,,,
40041,华安纯债C,华安基金管理有限公司,Bond,苏玉平,郑如熙,,,
398041,中海量化,中海基金管理有限公司,Hybrid,彭海平,,,,
270041,广发消费,广发基金管理有限公司,Hybrid,李琛,田文舟,,,
241,宝盈核心C,宝盈基金管理有限公司,Hybrid,李健伟,,,,
141,富国企业债C,富国基金管理有限公司,Bond,王颀亮,张波,,,
519983,长信量化A,长信基金管理有限责任公司,Hybrid,左金保,,,,
519683,交银双利A/B,交银施罗德基金管理有限公司,Bond,唐赟,,,,
83,汇添富消费,汇添富基金管理股份有限公司,Hybrid,胡昕炜,,,,
519183,万家灵活,万家基金管理有限公司,Hybrid,陈佳昀,叶勇,,,
183,嘉实丰益策略,嘉实基金管理有限公司,Bond,胡永青,曲扬,,,
519977,长信可转债A,长信基金管理有限责任公司,Bond,李家春,吴晖,,,
148,易方达高等债C,易方达基金管理有限公司,Bond,胡剑,林森,,,
270048,广发纯债A,广发基金管理有限公司,Bond,张芊,,,,
48,华夏双债C,华夏基金管理有限公司,Bond,柳万军,,,,
70,国投中高债C,国投瑞银基金管理有限公司,Bond,宋璐,,,,
519670,银河行业,银河基金管理有限公司,Hybrid,王海华,,,,
510270,中银国企ETF,中银基金管理有限公司,Stock,赵建忠,,,,
510070,鹏华民企ETF,鹏华基金管理有限公司,Stock,崔俊杰,张羽翔,,,
257070,国联安优选,国联安基金管理有限公司,Hybrid,潘明,,,,
510170,国联安商品ETF,国联安基金管理有限公司,Stock,黄欣,,,,
84,博时安盈A,博时基金管理有限公司,Bond,黄海峰,,,,
184,工银添福A,工银瑞信基金管理有限公司,Bond,李昱,张洋,,,
163824,中银盛利,中银基金管理有限公司,Bond,陈玮,,,,
50024,博时资源ETF联接,博时基金管理有限公司,Stock,万琼,王祥,,,
217024,招商安盈,招商基金管理有限公司,Bond,姚爽,尹晓红,,,
124,华宝优选,华宝基金管理有限公司,Hybrid,楼鸿强,,,,
24,大摩双利A,摩根士丹利华鑫基金管理有限公司,Bond,张雪,,,,
161624,融通可转债A,融通基金管理有限公司,Bond,许富强,,,,
519024,海富通债券A,海富通基金管理有限公司,Bond,何谦,谈云飞,,,
370024,上投优选,上投摩根基金管理有限公司,Hybrid,孙芳,,,,
50023,博时天颐A,博时基金管理有限公司,Bond,王衍胜,张李陵,,,
40023,华安可转债B,华安基金管理有限公司,Bond,贺涛,,,,
163823,中银稳健,中银基金管理有限公司,Hybrid,李建,,,,
50123,博时天颐C,博时基金管理有限公司,Bond,王衍胜,张李陵,,,
202023,南方成长A,南方基金管理股份有限公司,Hybrid,骆帅,,,,
70023,嘉实深证120ETF联接A,嘉实基金管理有限公司,Stock,李直,刘珈吟,,,
159923,大成100ETF,大成基金管理有限公司,Stock,苏秉毅,,,,
1023,华夏亚债C,华夏基金管理有限公司,Bond,柳万军,,,,
20023,国泰驱动,国泰基金管理有限公司,Hybrid,林小聪,,,,
519723,交银双轮动A/B,交银施罗德基金管理有限公司,Bond,唐赟,,,,
217023,招商强债,招商基金管理有限公司,Bond,滕越,,,,
123,汇添富实业债C,汇添富基金管理股份有限公司,Bond,蒋文玲,曾刚,,,
370023,上投消费领先,上投摩根基金管理有限公司,Stock,黄栋,,,,
110023,易方达医疗,易方达基金管理有限公司,Hybrid,杨桢霄,,,,
519023,海富通债券C,海富通基金管理有限公司,Bond,何谦,谈云飞,,,
160915,大成景丰,大成基金管理有限公司,Bond,李富强,,,,
163415,兴全模式,兴全基金管理有限公司,Hybrid,乔迁,,,,
161015,富国天盈,富国基金管理有限公司,Bond,俞晓斌,,,,
630015,华商大盘,华商基金管理有限公司,Hybrid,王东旋,,,,
165515,信诚300,中信保诚基金管理有限公司,Stock,HAN.YILING,,,,
110015,易方达行业,易方达基金管理有限公司,Hybrid,冯波,,,,
180015,银华强债,银华基金管理股份有限公司,Bond,瞿灿,,,,
80015,长盛中小盘,长盛基金管理有限公司,Hybrid,陈亘斯,,,,
215,广发趋势,广发基金管理有限公司,Hybrid,谭昌杰,谢军,,,
90015,大成内需A,大成基金管理有限公司,Hybrid,李本刚,李博,,,
519015,海富通选贰,海富通基金管理有限公司,Hybrid,黄峰,王智慧,,,
15,华夏纯债A,华夏基金管理有限公司,Bond,柳万军,,,,
481015,工银主题,工银瑞信基金管理有限公司,Hybrid,黄安乐,,,,
